id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2024-429907,2024-03-29,000001,Vente,167000,27,,VC LES NOUVEAUX HORIZONS,2070,78990,78208,Élancourt,78,,,78208000AO0022,,,2728,100.67,2756,,,,,,,,2,3,Dépendance,,0,,,,,,1.949698,48.770236
2024-429907,2024-03-29,000001,Vente,167000,27,,VC LES NOUVEAUX HORIZONS,2070,78990,78208,Élancourt,78,,,78208000AO0022,,,2728,100.67,2756,,,,,,,,2,3,Dépendance,,0,,,,,,1.949698,48.770236
2024-429907,2024-03-29,000001,Vente,167000,27,,VC LES NOUVEAUX HORIZONS,2070,78990,78208,Élancourt,78,,,78208000AO0022,,,2728,100.67,2756,,,,,,,,2,2,Appartement,102,5,,,,,,1.949698,48.770236
2024-429907,2024-03-29,000001,Vente,167000,9003,,VC LES NOUVEAUX HORIZONS,2070,78990,78208,Élancourt,78,,,78208000AO0022,,,7140,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.949698,48.770236
2024-429907,2024-03-29,000001,Vente,167000,9007,,VC LES NOUVEAUX HORIZONS,2070,78990,78208,Élancourt,78,,,78208000AO0022,,,8501,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.949698,48.770236
2024-429908,2024-03-22,000001,Vente,140000,13,,RUE POTTIER,0890,78150,78158,Le Chesnay-Rocquencourt,78,,,78158000AN0186,,,530,45.8,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,0,,,,,,2.124725,48.827045
2024-429908,2024-03-22,000001,Vente,140000,15,,RUE POTTIER,0890,78150,78158,Le Chesnay-Rocquencourt,78,,,78158000AN0186,,,403,61.6,,,,,,,,,1,4,Local industriel. commercial ou assimilé,63,0,,,,,,2.124725,48.827045
2024-429909,2024-03-04,000001,Vente,435000,11,B,AV PONIATOWSKI,1810,78600,78358,Maisons-Laffitte,78,,,78358000AS0015,,,109,88.63,123,,,,,,,,2,2,Appartement,89,3,,,,,,2.143028,48.958816
2024-429909,2024-03-04,000001,Vente,435000,11,B,AV PONIATOWSKI,1810,78600,78358,Maisons-Laffitte,78,,,78358000AS0015,,,109,88.63,123,,,,,,,,2,3,Dépendance,,0,,,,,,2.143028,48.958816
2024-429909,2024-03-04,000001,Vente,435000,11,B,AV PONIATOWSKI,1810,78600,78358,Maisons-Laffitte,78,,,78358000AS0015,,,109,88.63,123,,,,,,,,2,3,Dépendance,,0,,,,,,2.143028,48.958816
2024-429909,2024-03-04,000001,Vente,435000,11,B,AV PONIATOWSKI,1810,78600,78358,Maisons-Laffitte,78,,,78358000AS0015,,,221,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.143028,48.958816
2024-429910,2024-03-22,000001,Vente,145000,3,,RUE MARYSE BASTIE,1155,78300,78498,Poissy,78,,,78498000BD0237,,,205,43.31,425,,,,,,,,2,3,Dépendance,,0,,,,,,2.055685,48.927586
2024-429910,2024-03-22,000001,Vente,145000,3,,RUE MARYSE BASTIE,1155,78300,78498,Poissy,78,,,78498000BD0237,,,205,43.31,425,,,,,,,,2,2,Appartement,46,2,,,,,,2.055685,48.927586
2024-429911,2024-03-28,000001,Vente,703545,9,,LE MURGET,B058,78630,78431,Morainvilliers,78,,,78431000AC0476,,,,,,,,,,,,,0,,,,,S,sols,,,33,1.950396,48.92771
2024-429911,2024-03-28,000001,Vente,703545,9,,RUE DU MURGET,0587,78630,78431,Morainvilliers,78,,,784310000B2424,,,,,,,,,,,,,0,1,Maison,181,6,S,sols,,,596,1.95051,48.927791
2024-429912,2024-03-07,000001,Vente,178000,13,,AV DU CEP,0318,78300,78498,Poissy,78,,,78498000AT0263,,,493,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.040923,48.929849
2024-429912,2024-03-07,000001,Vente,178000,13,,AV DU CEP,0318,78300,78498,Poissy,78,,,78498000AT0263,,,147,,,,,,,,,,1,2,Appartement,47,2,,,,,,2.040923,48.929849
2024-429913,2024-03-15,000001,Vente,405000,8,,RUE SAINT MEDERIC,2840,78000,78646,Versailles,78,,,78646000BT0099,,,205,,214,57.24,,,,,,,2,3,Dépendance,,0,,,,,,2.127614,48.796282
2024-429913,2024-03-15,000001,Vente,405000,8,,RUE SAINT MEDERIC,2840,78000,78646,Versailles,78,,,78646000BT0099,,,205,,214,57.24,,,,,,,2,3,Dépendance,,0,,,,,,2.127614,48.796282
2024-429913,2024-03-15,000001,Vente,405000,8,,RUE SAINT MEDERIC,2840,78000,78646,Versailles,78,,,78646000BT0099,,,205,,214,57.24,,,,,,,2,2,Appartement,58,3,,,,,,2.127614,48.796282
2024-429914,2024-03-19,000001,Vente,153000,9001,,ALL YVETTE ET MAURICE GENEST,2500,78700,78172,Conflans-Sainte-Honorine,78,,,78172000AL0738,,,107,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.106883,49.008495
2024-429914,2024-03-19,000001,Vente,153000,10,,ALL YVETTE ET MAURICE GENEST,2500,78700,78172,Conflans-Sainte-Honorine,78,,,78172000AL0738,,,44,44.33,,,,,,,,,1,2,Appartement,44,2,,,,,,2.106883,49.008495
2024-429915,2024-03-08,000001,Vente,270000,64,,AV DE L EUROPE,0185,78140,78640,Vélizy-Villacoublay,78,,,78640000AK0131,,,151,64.75,180,,,,,,,,2,2,Appartement,64,3,,,,,,2.193121,48.781123
2024-429915,2024-03-08,000001,Vente,270000,64,,AV DE L EUROPE,0185,78140,78640,Vélizy-Villacoublay,78,,,78640000AK0131,,,151,64.75,180,,,,,,,,2,3,Dépendance,,0,,,,,,2.193121,48.781123
2024-429915,2024-03-08,000001,Vente,270000,64,,AV DE L EUROPE,0185,78140,78640,Vélizy-Villacoublay,78,,,78640000AK0131,,,437,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.193121,48.781123
2024-429916,2024-03-08,000001,Vente,342000,4,,CHE DES CARRIERES,0270,78800,78311,Houilles,78,,,78311000AS0209,,,,,,,,,,,,,0,1,Maison,52,3,S,sols,,,243,2.180256,48.918869
2024-429917,2024-03-28,000001,Vente,615000,12,,RUE VOLTAIRE,2340,78100,78551,Saint-Germain-en-Laye,78,,,78551000AL0132,,,137,100.45,17,,,,,,,,2,2,Appartement,103,3,,,,,,2.090539,48.89351
2024-429917,2024-03-28,000001,Vente,615000,12,,RUE VOLTAIRE,2340,78100,78551,Saint-Germain-en-Laye,78,,,78551000AL0132,,,137,100.45,17,,,,,,,,2,3,Dépendance,,0,,,,,,2.090539,48.89351
2024-429917,2024-03-28,000001,Vente,615000,12,,RUE VOLTAIRE,2340,78100,78551,Saint-Germain-en-Laye,78,,,78551000AL0132,,,137,100.45,17,,,,,,,,2,3,Dépendance,,0,,,,,,2.090539,48.89351
2024-429917,2024-03-28,000001,Vente,615000,12,,RUE VOLTAIRE,2340,78100,78551,Saint-Germain-en-Laye,78,,,78551000AL0132,,,205,,,,,,,,,,1,3,Dépendance,,0,,,,,,2.090539,48.89351
2024-429918,2024-03-13,000001,Vente,294045,20,,RUE DES TROIS MOULINS,0348,78660,78003,Ablis,78,,,780030000O0364,,,,,,,,,,,,,0,1,Maison,108,5,S,sols,,,231,1.838704,48.510129
2024-429919,2024-03-22,000001,Vente,340000,64,B,RUE DE LA DIVISION LECLERC,0360,78460,78160,Chevreuse,78,,,78160000AV0093,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,145,2.040067,48.707635
2024-429919,2024-03-22,000001,Vente,340000,64,B,RUE DE LA DIVISION LECLERC,0360,78460,78160,Chevreuse,78,,,78160000AV0093,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,104,0,S,sols,,,145,2.040067,48.707635
2024-429919,2024-03-22,000001,Vente,340000,64,B,RUE DE LA DIVISION LECLERC,0360,78460,78160,Chevreuse,78,,,78160000AV0093,,,,,,,,,,,,,0,1,Maison,84,5,S,sols,,,145,2.040067,48.707635
2024-429920,2024-03-09,000001,Vente,535415,,,LE ROSAY,B077,78440,78246,Fontenay-Saint-Père,78,,,782460000H0001,,,,,,,,,,,,,0,,,,,T,terres,,,25200,1.745222,49.024104
2024-429920,2024-03-09,000001,Vente,535415,,,LE ROSAY,B077,78440,78246,Fontenay-Saint-Père,78,,,782460000H0008,,,,,,,,,,,,,0,,,,,P,prés,,,51085,1.746911,49.025378
2024-429920,2024-03-09,000001,Vente,535415,,,LE RATRAY,B074,78440,78246,Fontenay-Saint-Père,78,,,782460000J0282,,,,,,,,,,,,,0,,,,,T,terres,,,25960,1.752306,49.015365
2024-429920,2024-03-09,000001,Vente,535415,,,LE RATRAY,B074,78440,78246,Fontenay-Saint-Père,78,,,782460000J0282,,,,,,,,,,,,,0,,,,,T,terres,,,38940,1.752306,49.015365
2024-429920,2024-03-09,000001,Vente,535415,,,LES CAILLOIS,B013,78440,78246,Fontenay-Saint-Père,78,,,782460000J0287,,,,,,,,,,,,,0,,,,,T,terres,,,20000,1.75501,49.01648
2024-429920,2024-03-09,000001,Vente,535415,,,LES FRILEUSES,B035,78440,78246,Fontenay-Saint-Père,78,,,782460000J0295,,,,,,,,,,,,,0,,,,,T,terres,,,12352,1.756264,49.014459
2024-429920,2024-03-09,000001,Vente,535415,,,LES FRILEUSES,B035,78440,78246,Fontenay-Saint-Père,78,,,782460000J0295,,,,,,,,,,,,,0,,,,,T,terres,,,12352,1.756264,49.014459
2024-429920,2024-03-09,000001,Vente,535415,,,LES FRILEUSES,B035,78440,78246,Fontenay-Saint-Père,78,,,782460000J0295,,,,,,,,,,,,,0,,,,,T,terres,,,12351,1.756264,49.014459
2024-429920,2024-03-09,000001,Vente,535415,,,LES ENHACHES,B030,78440,78246,Fontenay-Saint-Père,78,,,782460000J0304,,,,,,,,,,,,,0,,,,,T,terres,,,51311,1.752175,49.012803
2024-429920,2024-03-09,000001,Vente,535415,,,LES ENHACHES,B030,78440,78246,Fontenay-Saint-Père,78,,,782460000J0304,,,,,,,,,,,,,0,,,,,T,terres,,,102624,1.752175,49.012803
2024-429920,2024-03-09,000001,Vente,535415,,,CHAUDETTE,B017,78440,78246,Fontenay-Saint-Père,78,,,782460000K0007,,,,,,,,,,,,,0,,,,,T,terres,,,37170,1.739245,49.015734
2024-429920,2024-03-09,000001,Vente,535415,,,LES PENDANTS DE CHAUDETTE,B065,78440,78246,Fontenay-Saint-Père,78,,,782460000K0053,,,,,,,,,,,,,0,,,,,T,terres,,,20370,1.741918,49.016959
2024-429920,2024-03-09,000001,Vente,535415,,,LES GROSSES PIERRES,B045,78440,78246,Fontenay-Saint-Père,78,,,782460000K0127,,,,,,,,,,,,,0,,,,,T,terres,,,11670,1.741881,49.018434
2024-429920,2024-03-09,000001,Vente,535415,,,LA HEZE,B047,78440,78246,Fontenay-Saint-Père,78,,,782460000K0177,,,,,,,,,,,,,0,,,,,T,terres,,,18380,1.742578,49.021373
2024-429920,2024-03-09,000001,Vente,535415,,,LA HEZE,B047,78440,78246,Fontenay-Saint-Père,78,,,782460000K0177,,,,,,,,,,,,,0,,,,,T,terres,,,18380,1.742578,49.021373
2024-429920,2024-03-09,000001,Vente,535415,,,LES MARAIS,B054,78440,78246,Fontenay-Saint-Père,78,,,782460000K0270,,,,,,,,,,,,,0,,,,,T,terres,,,45820,1.748329,49.014262
2024-429920,2024-03-09,000001,Vente,535415,,,LES MARAIS,B054,78440,78246,Fontenay-Saint-Père,78,,,782460000K0274,,,,,,,,,,,,,0,,,,,T,terres,,,6270,1.747169,49.012894
2024-429920,2024-03-09,000001,Vente,535415,,,LES POMMIERS RONDS,B070,78440,78246,Fontenay-Saint-Père,78,,,782460000L0365,,,,,,,,,,,,,0,,,,,T,terres,,,25180,1.738613,49.024044
2024-429921,2024-03-29,000001,Vente,270000,,,LE FRANC MOREAU,B027,78550,78048,Bazainville,78,,,780480000C0105,,,,,,,,,,,,,0,,,,,P,prés,,,3044,1.67332,48.823101
2024-429921,2024-03-29,000001,Vente,270000,,,LE FRANC MOREAU,B027,78550,78048,Bazainville,78,,,780480000C0113,,,,,,,,,,,,,0,,,,,T,terres,,,21064,1.671698,48.822379
2024-429922,2024-03-22,000001,Vente en l'état futur d'achèvement,269672,66,,RUE DU LIEUTENANT RICARD,1120,78400,78146,Chatou,78,,,78146000AP0269,,,15,,,,,,,,,,1,,,,,,,,,,2.147617,48.900121
2024-429922,2024-03-22,000001,Vente en l'état futur d'achèvement,269672,66,,RUE DU LIEUTENANT RICARD,1120,78400,78146,Chatou,78,,,78146000AP0269,,,53,,,,,,,,,,1,,,,,,,,,,2.147617,48.900121
2024-429923,2024-03-25,000001,Vente,114000,9004,,VC LES NOUVEAUX HORIZONS,2070,78990,78208,Élancourt,78,,,78208000AO0022,,,8008,,,,,,,,,,1,3,Dépendance,,0,,,,,,1.949698,48.770236
2024-429923,2024-03-25,000001,Vente,114000,1,,VC LES NOUVEAUX HORIZONS,2070,78990,78208,Élancourt,78,,,78208000AO0022,,,5,67.42,,,,,,,,,1,2,Appartement,69,3,,,,,,1.949698,48.770236
2024-429924,2024-03-26,000001,Vente,58866,,,L ETANG DE GUIPERREUX,B033,78125,78516,Raizeux,78,,,785160000A0006,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,1360,1.710877,48.660795
2024-429924,2024-03-26,000001,Vente,58866,,,LES FRICHES DE LA TROUVERI,B039,78125,78516,Raizeux,78,,,785160000A0010,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,5340,1.71003,48.659531
2024-429924,2024-03-26,000001,Vente,58866,,,LES BELLES CROIX,B004,78125,78516,Raizeux,78,,,785160000A0019,,,,,,,,,,,,,0,,,,,T,terres,,,4650,1.714733,48.654915
2024-429924,2024-03-26,000001,Vente,58866,,,LES TAILLIS,B090,78125,78516,Raizeux,78,,,785160000A0092,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,290,1.702389,48.658784
2024-429924,2024-03-26,000001,Vente,58866,,,LES TAILLIS,B090,78125,78516,Raizeux,78,,,785160000A0094,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,2180,1.703102,48.658025
2024-429924,2024-03-26,000001,Vente,58866,,,LA VALANCERIE,B097,78125,78516,Raizeux,78,,,785160000A0315,,,,,,,,,,,,,0,,,,,P,prés,,,460,1.690548,48.653351
2024-429924,2024-03-26,000001,Vente,58866,,,LA VALANCERIE,B097,78125,78516,Raizeux,78,,,785160000A0320,,,,,,,,,,,,,0,,,,,P,prés,,,600,1.690915,48.653297
2024-429924,2024-03-26,000001,Vente,58866,,,LA CHENETIERE,B023,78125,78516,Raizeux,78,,,785160000A0346,,,,,,,,,,,,,0,,,,,T,terres,,,340,1.693007,48.652754
2024-429924,2024-03-26,000001,Vente,58866,,,PRAIRIE DE BECHEREAU,B076,78125,78516,Raizeux,78,,,785160000A0386,,,,,,,,,,,,,0,,,,,P,prés,,,530,1.69033,48.650333
2024-429924,2024-03-26,000001,Vente,58866,,,PRAIRIE DE BECHEREAU,B076,78125,78516,Raizeux,78,,,785160000A0387,,,,,,,,,,,,,0,,,,,P,prés,,,520,1.690325,48.650279
2024-429924,2024-03-26,000001,Vente,58866,,,PRAIRIE DE BECHEREAU,B076,78125,78516,Raizeux,78,,,785160000A0388,,,,,,,,,,,,,0,,,,,P,prés,,,530,1.690334,48.650214
2024-429924,2024-03-26,000001,Vente,58866,,,LA BUTTE AUX NOELS,B012,78125,78516,Raizeux,78,,,785160000A0485,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,2630,1.694302,48.643494
2024-429924,2024-03-26,000001,Vente,58866,,,LES RUISSEAUX,B085,78125,78516,Raizeux,78,,,785160000A0534,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,990,1.699004,48.643535
2024-429924,2024-03-26,000001,Vente,58866,,,LES RUISSEAUX,B085,78125,78516,Raizeux,78,,,785160000A0567,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,5200,1.702698,48.643773
2024-429924,2024-03-26,000001,Vente,58866,,,LE GROS BUISSON,B048,78125,78516,Raizeux,78,,,785160000A0583,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,1940,1.705141,48.642307
2024-429924,2024-03-26,000001,Vente,58866,,,LES COURTILS,B028,78125,78516,Raizeux,78,,,785160000A0660,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,5020,1.708845,48.639022
2024-429924,2024-03-26,000001,Vente,58866,,,LA FOLIE MENARD,B034,78125,78516,Raizeux,78,,,785160000A0676,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,830,1.69913,48.639976
2024-429924,2024-03-26,000001,Vente,58866,,,LA FOLIE MENARD,B034,78125,78516,Raizeux,78,,,785160000A0678,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,2050,1.699361,48.641495
2024-429924,2024-03-26,000001,Vente,58866,,,LA FOLIE MENARD,B034,78125,78516,Raizeux,78,,,785160000A0679,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,610,1.699034,48.639947
2024-429924,2024-03-26,000001,Vente,58866,,,LA FOLIE MENARD,B034,78125,78516,Raizeux,78,,,785160000A0690,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,2460,1.697746,48.64097
2024-429924,2024-03-26,000001,Vente,58866,,,LA FOLIE MENARD,B034,78125,78516,Raizeux,78,,,785160000A0693,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,470,1.696879,48.640634
2024-429924,2024-03-26,000001,Vente,58866,,,LA FOLIE MENARD,B034,78125,78516,Raizeux,78,,,785160000A0701,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,10420,1.695018,48.64011
2024-429924,2024-03-26,000001,Vente,58866,,,LA FOLIE MENARD,B034,78125,78516,Raizeux,78,,,785160000A0707,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,310,1.69281,48.64001
2024-429924,2024-03-26,000001,Vente,58866,,,LES CHAISES HAMEAU,B019,78125,78516,Raizeux,78,,,785160000A0716,,,,,,,,,,,,,0,,,,,P,prés,,,1010,1.690114,48.648261
2024-429924,2024-03-26,000001,Vente,58866,,,LES CHAISES HAMEAU,B019,78125,78516,Raizeux,78,,,785160000A0717,,,,,,,,,,,,,0,,,,,P,prés,,,950,1.690011,48.648152
2024-429924,2024-03-26,000001,Vente,58866,,,LES CHAISES HAMEAU,B019,78125,78516,Raizeux,78,,,785160000A0801,,,,,,,,,,,,,0,,,,,P,prés,,,270,1.688893,48.645986
2024-429924,2024-03-26,000001,Vente,58866,,,LES CHAISES HAMEAU,B019,78125,78516,Raizeux,78,,,785160000A0838,,,,,,,,,,,,,0,,,,,L,landes,,,90,1.688886,48.645641
2024-429924,2024-03-26,000001,Vente,58866,,,LES COINS,B026,78125,78516,Raizeux,78,,,785160000A0843,,,,,,,,,,,,,0,,,,,P,prés,,,280,1.68744,48.645345
2024-429924,2024-03-26,000001,Vente,58866,,,LES MAINS PRES,B057,78125,78516,Raizeux,78,,,785160000A0886,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,360,1.690297,48.641666
2024-429924,2024-03-26,000001,Vente,58866,,,PRAIRIE DE BECHEREAU,B076,78125,78516,Raizeux,78,,,785160000A0911,,,,,,,,,,,,,0,,,,,P,prés,,,840,1.690163,48.650564
2024-429924,2024-03-26,000001,Vente,58866,,,LA FOLIE MENARD,B034,78125,78516,Raizeux,78,,,785160000A0965,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,2080,1.697414,48.639676
2024-429924,2024-03-26,000001,Vente,58866,,,LA CHENETIERE,B023,78125,78516,Raizeux,78,,,785160000A1056,,,,,,,,,,,,,0,,,,,S,sols,,,50,1.692506,48.650489
2024-429924,2024-03-26,000001,Vente,58866,,,LA VALANCERIE,B097,78125,78516,Raizeux,78,,,785160000A1241,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,517,1.690489,48.654112
2024-429924,2024-03-26,000001,Vente,58866,,,LA VALANCERIE,B097,78125,78516,Raizeux,78,,,785160000A1242,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,478,1.690982,48.654096
2024-429924,2024-03-26,000001,Vente,58866,,,LA BATE,B003,78125,78516,Raizeux,78,,,785160000B0017,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,1190,1.685663,48.632576
2024-429924,2024-03-26,000001,Vente,58866,,,LES FONDS DE CHAUMONT,B035,78125,78516,Raizeux,78,,,785160000B0043,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,1850,1.692243,48.638518
2024-429924,2024-03-26,000001,Vente,58866,,,LES FONDS DE CHAUMONT,B035,78125,78516,Raizeux,78,,,785160000B0048,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,4390,1.692295,48.639558
2024-429924,2024-03-26,000001,Vente,58866,,,LES FONDS DE CHAUMONT,B035,78125,78516,Raizeux,78,,,785160000B0057,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,2330,1.695065,48.638452
2024-429924,2024-03-26,000001,Vente,58866,,,LES BOULEAUX DE LA BATE,B008,78125,78516,Raizeux,78,,,785160000B0084,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,2900,1.688843,48.633739
2024-429924,2024-03-26,000001,Vente,58866,,,LES BUTTES DE RAIZEUX,B015,78125,78516,Raizeux,78,,,785160000B0148,,,,,,,,,,,,,0,,,,,T,terres,,,2700,1.696005,48.630254
2024-429924,2024-03-26,000001,Vente,58866,,,LES BUTTES DE RAIZEUX,B015,78125,78516,Raizeux,78,,,785160000B0153,,,,,,,,,,,,,0,,,,,T,terres,,,1250,1.697125,48.629514
2024-429924,2024-03-26,000001,Vente,58866,,,LES BUTTES DE RAIZEUX,B015,78125,78516,Raizeux,78,,,785160000B0161,,,,,,,,,,,,,0,,,,,T,terres,,,3860,1.698482,48.628884
2024-429924,2024-03-26,000001,Vente,58866,,,LES BUTTES DE RAIZEUX,B015,78125,78516,Raizeux,78,,,785160000B0168,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,1050,1.696556,48.627423
2024-429924,2024-03-26,000001,Vente,58866,,,LES BUTTES DE RAIZEUX,B015,78125,78516,Raizeux,78,,,785160000B0175,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,2575,1.694281,48.626296
2024-429924,2024-03-26,000001,Vente,58866,,,LES BUTTES DE RAIZEUX,B015,78125,78516,Raizeux,78,,,785160000B0177,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,3700,1.693207,48.625933
2024-429924,2024-03-26,000001,Vente,58866,,,AU DESSUS DU ROCHER,B032,78125,78516,Raizeux,78,,,785160000B0197,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,5340,1.689233,48.628561
2024-429924,2024-03-26,000001,Vente,58866,,,LE ROCHER,B083,78125,78516,Raizeux,78,,,785160000B0207,,,,,,,,,,,,,0,,,,,T,terres,,,1860,1.686252,48.626977
2024-429924,2024-03-26,000001,Vente,58866,,,DERRIERE L EGLISE,B031,78125,78516,Raizeux,78,,,785160000B0225,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,2580,1.688002,48.626401
2024-429924,2024-03-26,000001,Vente,58866,,,CARRY D ETRIE OU FOSSE DU,B018,78125,78516,Raizeux,78,,,785160000B0259,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,3050,1.689904,48.625889
2024-429924,2024-03-26,000001,Vente,58866,,,CARRY D ETRIE OU FOSSE DU,B018,78125,78516,Raizeux,78,,,785160000B0268,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,3090,1.69009,48.624378
2024-429924,2024-03-26,000001,Vente,58866,,,LA COUDRAYE,B027,78125,78516,Raizeux,78,,,785160000B0280,,,,,,,,,,,,,0,,,,,T,terres,,,2680,1.693255,48.623464
2024-429924,2024-03-26,000001,Vente,58866,,,LA COUDRAYE,B027,78125,78516,Raizeux,78,,,785160000B0281,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,10400,1.693782,48.624035
2024-429924,2024-03-26,000001,Vente,58866,,,LA COUDRAYE,B027,78125,78516,Raizeux,78,,,785160000B0282,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,1560,1.693492,48.624367
2024-429924,2024-03-26,000001,Vente,58866,,,LA COUDRAYE,B027,78125,78516,Raizeux,78,,,785160000B0287,,,,,,,,,,,,,0,,,,,T,terres,,,1680,1.694459,48.623275
2024-429924,2024-03-26,000001,Vente,58866,,,LES VALLIERES,B099,78125,78516,Raizeux,78,,,785160000B0347,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,1110,1.686922,48.622003
2024-429924,2024-03-26,000001,Vente,58866,,,LES BOURBIERS,B009,78125,78516,Raizeux,78,,,785160000B0465,,,,,,,,,,,,,0,,,,,L,landes,,,500,1.681275,48.625386
2024-429924,2024-03-26,000001,Vente,58866,,,SOUS LE BOIS DE LA DIANE,B089,78125,78516,Raizeux,78,,,785160000B0680,,,,,,,,,,,,,0,,,,,T,terres,,,1790,1.684501,48.620977
2024-429924,2024-03-26,000001,Vente,58866,,,BOULARD (HAMEAU),B007,78125,78516,Raizeux,78,,,785160000B0837,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,119,1.680984,48.619706
2024-429924,2024-03-26,000001,Vente,58866,,,LES TIRES EAUX,B092,78125,78516,Raizeux,78,,,785160000B0976,,,,,,,,,,,,,0,,,,,S,sols,,,20,1.682236,48.622511
2024-429924,2024-03-26,000001,Vente,58866,,,SAINT LACHE,B086,78125,78516,Raizeux,78,,,785160000C0438,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,690,1.669088,48.617888
2024-429924,2024-03-26,000001,Vente,58866,,,SAINT LACHE,B086,78125,78516,Raizeux,78,,,785160000C0453,,,,,,,,,,,,,0,,,,,T,terres,,,430,1.670127,48.618958
2024-429924,2024-03-26,000001,Vente,58866,,,SAINT LACHE,B086,78125,78516,Raizeux,78,,,785160000C0454,,,,,,,,,,,,,0,,,,,T,terres,,,280,1.670175,48.619016
2024-429924,2024-03-26,000001,Vente,58866,,,SAINT LACHE,B086,78125,78516,Raizeux,78,,,785160000C0461,,,,,,,,,,,,,0,,,,,T,terres,,,1750,1.670541,48.619089
2024-429924,2024-03-26,000001,Vente,58866,,,SAINT LACHE,B086,78125,78516,Raizeux,78,,,785160000C0462,,,,,,,,,,,,,0,,,,,T,terres,,,550,1.670618,48.619279
2024-429924,2024-03-26,000001,Vente,58866,,,SAINT LACHE,B086,78125,78516,Raizeux,78,,,785160000C0463,,,,,,,,,,,,,0,,,,,T,terres,,,420,1.67068,48.619352
2024-429924,2024-03-26,000001,Vente,58866,,,LA PETITE MARE,B065,78125,78516,Raizeux,78,,,785160000C0509,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,910,1.664751,48.616431
2024-429924,2024-03-26,000001,Vente,58866,,,HAUTVILLIERS,B054,78125,78516,Raizeux,78,,,785160000C0522,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,5420,1.66542,48.626105
2024-429924,2024-03-26,000001,Vente,58866,,,HAUTVILLIERS,B054,78125,78516,Raizeux,78,,,785160000C0564,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,3250,1.666305,48.624632
2024-429924,2024-03-26,000001,Vente,58866,,,LES BASILIERES,B002,78125,78516,Raizeux,78,,,78516000ZB0043,,,,,,,,,,,,,0,,,,,BT,taillis simples,,,910,1.651355,48.633087
